"Story","Title","Result","Date","Stability","Duration (s)"
"Automate the section alerts frames y windows for demoqa.com","interacting with option Modal Dialogs","ERROR","2024-07-19T19:26:01.0691848-05:00[America/Bogota]","0.0","16.97"
